OrderNo;FileName;ErrorsValue;ErrorProviderType;CorrectionBytesCount;DecoderType;ProvidedErrorsCount;ErrorsAfterDecoding;Time [ms];FileSize [pix]
51;lenaGray;5;GroupErrorsForEveryBlock;24;Extended;525;0;645;8100
52;lenaGray;5;GroupErrorsForEveryBlock;32;Extended;545;0;634;8100
53;lenaGray;10;GroupErrorsForEveryBlock;10;Extended;990;383;611;8100
54;lenaGray;10;GroupErrorsForEveryBlock;16;Extended;1020;397;547;8100
55;lenaGray;10;GroupErrorsForEveryBlock;24;Extended;1050;1;618;8100
56;lenaGray;10;GroupErrorsForEveryBlock;32;Extended;1090;1;676;8100
57;lenaGray;16;GroupErrorsForEveryBlock;10;Extended;1584;586;546;8100
58;lenaGray;16;GroupErrorsForEveryBlock;16;Extended;1632;594;586;8100
59;lenaGray;16;GroupErrorsForEveryBlock;24;Extended;1680;560;656;8100
60;lenaGray;16;GroupErrorsForEveryBlock;32;Extended;1744;0;691;8100
61;lenaGray;1;SingleErrorsForEveryBlock;10;Extended;99;0;594;8100
62;lenaGray;1;SingleErrorsForEveryBlock;16;Extended;102;0;630;8100
63;lenaGray;1;SingleErrorsForEveryBlock;24;Extended;105;0;579;8100
64;lenaGray;1;SingleErrorsForEveryBlock;32;Extended;109;1;696;8100
65;lenaGray;2;SingleErrorsForEveryBlock;10;Extended;198;1;561;8100
66;lenaGray;2;SingleErrorsForEveryBlock;16;Extended;204;1;591;8100
67;lenaGray;2;SingleErrorsForEveryBlock;24;Extended;210;1;614;8100
68;lenaGray;2;SingleErrorsForEveryBlock;32;Extended;218;1;679;8100
69;lenaGray;5;SingleErrorsForEveryBlock;10;Extended;495;3;596;8100
70;lenaGray;5;SingleErrorsForEveryBlock;16;Extended;510;3;551;8100
71;lenaGray;5;SingleErrorsForEveryBlock;24;Extended;525;3;683;8100
72;lenaGray;5;SingleErrorsForEveryBlock;32;Extended;545;2;637;8100
73;lenaGray;10;SingleErrorsForEveryBlock;10;Extended;990;916;576;8100
74;lenaGray;10;SingleErrorsForEveryBlock;16;Extended;1020;892;632;8100
75;lenaGray;10;SingleErrorsForEveryBlock;24;Extended;1050;3;645;8100
76;lenaGray;10;SingleErrorsForEveryBlock;32;Extended;1090;0;669;8100
77;lenaGray;16;SingleErrorsForEveryBlock;10;Extended;1584;1405;590;8100
78;lenaGray;16;SingleErrorsForEveryBlock;16;Extended;1632;1388;578;8100
79;lenaGray;16;SingleErrorsForEveryBlock;24;Extended;1680;1405;625;8100
80;lenaGray;16;SingleErrorsForEveryBlock;32;Extended;1744;10;697;8100
1;lenaGray;1;GroupErrorsForEveryBlock;10;Simple;99;93;69330;8100
2;lenaGray;1;GroupErrorsForEveryBlock;16;Simple;102;94;53089;8100
18;lenaGray;16;GroupErrorsForEveryBlock;16;Simple;1632;585;56306;8100
3;lenaGray;1;GroupErrorsForEveryBlock;24;Simple;105;87;51821;8100
19;lenaGray;16;GroupErrorsForEveryBlock;24;Simple;1680;583;57300;8100
4;lenaGray;1;GroupErrorsForEveryBlock;32;Simple;109;93;53184;8100
20;lenaGray;16;GroupErrorsForEveryBlock;32;Simple;1744;588;57056;8100
5;lenaGray;2;GroupErrorsForEveryBlock;10;Simple;198;132;54697;8100
21;lenaGray;1;SingleErrorsForEveryBlock;10;Simple;99;91;52365;8100
6;lenaGray;2;GroupErrorsForEveryBlock;16;Simple;204;132;53589;8100
7;lenaGray;2;GroupErrorsForEveryBlock;24;Simple;210;122;50113;8100
22;lenaGray;1;SingleErrorsForEveryBlock;16;Simple;102;93;55123;8100
8;lenaGray;2;GroupErrorsForEveryBlock;32;Simple;218;110;53545;8100
23;lenaGray;1;SingleErrorsForEveryBlock;24;Simple;105;87;54783;8100
24;lenaGray;1;SingleErrorsForEveryBlock;32;Simple;109;95;56484;8100
9;lenaGray;5;GroupErrorsForEveryBlock;10;Simple;495;216;61770;8100
25;lenaGray;2;SingleErrorsForEveryBlock;10;Simple;198;187;58140;8100
10;lenaGray;5;GroupErrorsForEveryBlock;16;Simple;510;216;57443;8100
11;lenaGray;5;GroupErrorsForEveryBlock;24;Simple;525;226;55105;8100
26;lenaGray;2;SingleErrorsForEveryBlock;16;Simple;204;190;57485;8100
12;lenaGray;5;GroupErrorsForEveryBlock;32;Simple;545;212;50731;8100
27;lenaGray;2;SingleErrorsForEveryBlock;24;Simple;210;182;54486;8100
13;lenaGray;10;GroupErrorsForEveryBlock;10;Simple;990;388;56531;8100
28;lenaGray;2;SingleErrorsForEveryBlock;32;Simple;218;182;56726;8100
14;lenaGray;10;GroupErrorsForEveryBlock;16;Simple;1020;369;61134;8100
29;lenaGray;5;SingleErrorsForEveryBlock;10;Simple;495;452;59456;8100
15;lenaGray;10;GroupErrorsForEveryBlock;24;Simple;1050;395;61137;8100
30;lenaGray;5;SingleErrorsForEveryBlock;16;Simple;510;462;60749;8100
16;lenaGray;10;GroupErrorsForEveryBlock;32;Simple;1090;374;54754;8100
31;lenaGray;5;SingleErrorsForEveryBlock;24;Simple;525;461;58115;8100
17;lenaGray;16;GroupErrorsForEveryBlock;10;Simple;1584;588;57367;8100
32;lenaGray;5;SingleErrorsForEveryBlock;32;Simple;545;454;56712;8100
33;lenaGray;10;SingleErrorsForEveryBlock;10;Simple;990;896;46763;8100
34;lenaGray;10;SingleErrorsForEveryBlock;16;Simple;1020;878;49080;8100
35;lenaGray;10;SingleErrorsForEveryBlock;24;Simple;1050;892;50432;8100
36;lenaGray;10;SingleErrorsForEveryBlock;32;Simple;1090;884;53083;8100
37;lenaGray;16;SingleErrorsForEveryBlock;10;Simple;1584;1376;50688;8100
38;lenaGray;16;SingleErrorsForEveryBlock;16;Simple;1632;1386;49060;8100
39;lenaGray;16;SingleErrorsForEveryBlock;24;Simple;1680;1363;49989;8100
40;lenaGray;16;SingleErrorsForEveryBlock;32;Simple;1744;1383;51691;8100
